Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
T cell apoptotic process	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0113577455793355	BCL3, BCL10, LIPA	294	11	19462	18.05380333951762	0.999999999999996	0.1129162171808601	0.1046701827191507
regulation of endosome size	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0113577455793355	SNAPIN, BLOC1S2, KXD1	294	11	19462	18.05380333951762	0.999999999999996	0.1129162171808601	0.1046701827191507
regulation of synaptic plasticity	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0119754198016674	CDK5, PLK2, LZTS1, YWHAG, YWHAH	294	59	19462	5.609938890810562	0.9999999999999992	0.118650661038364	0.1099858521716285
macrophage differentiation	GOTERM_BP_DIRECT	4	1.351351351351351	0.0121344543595626	CASP8, CSF2, PARP1, MMP9	294	32	19462	8.274659863945578	0.9999999999999996	0.1194112576468144	0.1106909040053661
negative regulation of DNA binding	GOTERM_BP_DIRECT	4	1.351351351351351	0.0121344543595626	NFKBIA, KDM1A, DDIT3, E2F1	294	32	19462	8.274659863945578	0.9999999999999996	0.1194112576468144	0.1106909040053661
positive regulation of cell growth	GOTERM_BP_DIRECT	6	2.027027027027027	0.0126900586384691	PSMD10, TGFB2, CIB1, SFN, S100A9, EIF4G1	294	92	19462	4.317213842058562	1.0	0.124456892660392	0.1153680668787857
regulation of mitochondrial membrane potential	GOTERM_BP_DIRECT	4	1.351351351351351	0.0132019124520074	BAX, BAK1, SOD2, LIPA	294	33	19462	8.023912595341166	1.0	0.128607892107979	0.1192159275448059
positive regulation of DNA binding	GOTERM_BP_DIRECT	4	1.351351351351351	0.0132019124520074	PLAUR, HMGB2, HMGB1, MMP9	294	33	19462	8.023912595341166	1.0	0.128607892107979	0.1192159275448059
positive regulation of receptor activity	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0134949275406162	HDAC1, HIF1A, CDK5R1	294	12	19462	16.549319727891156	1.0	0.1305859155013633	0.1210495000393278
positive regulation of chemokine (C-X-C motif) ligand 2 production	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0134949275406162	TGFB1, HMGB1, MIF	294	12	19462	16.549319727891156	1.0	0.1305859155013633	0.1210495000393278
cellular response to glucose starvation	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0141754136326882	MYBBP1A, ZC3H12A, PMAIP1, YWHAZ, YWHAG	294	62	19462	5.3384902348036	1.0	0.1367150357996477	0.1267310235400799
positive regulation of protein catabolic process	GOTERM_BP_DIRECT	6	2.027027027027027	0.0144219526434733	GSK3A, HSP90AA1, PLK2, NEDD4, TNFAIP3, RAB7A	294	95	19462	4.180880773361976	1.0	0.1381746815973701	0.1280840744672831
regulation of protein localization	GOTERM_BP_DIRECT	6	2.027027027027027	0.0144219526434733	HSP90AA1, KDM1A, PARP1, TRIM14, TRIM21, NKX3-1	294	95	19462	4.180880773361976	1.0	0.1381746815973701	0.1280840744672831
vasculogenesis	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0149618151335095	SGPL1, TGFB1, ACKR3, ITGAV, EPHA2	294	63	19462	5.2537522945686215	1.0	0.14240704699206	0.1320073590959812
T cell activation	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0149618151335095	SMAD3, CASP8, PIK3CD, CD44, NCK1	294	63	19462	5.2537522945686215	1.0	0.14240704699206	0.1320073590959812
positive regulation of TOR signaling	GOTERM_BP_DIRECT	4	1.351351351351351	0.0154928506085736	RRAGC, RHEB, TREM2, LAMTOR1	294	35	19462	7.5654033041788145	1.0	0.1469795598584617	0.1362459509401035
positive regulation of MAPK cascade	GOTERM_BP_DIRECT	8	2.702702702702702	0.015599442676947	TRAF7, SYK, EIF2AK2, HMGB1, LAMTOR1, HRAS, PPIA, TP73	294	172	19462	3.0789432051890526	1.0	0.1475087364533466	0.1367364828783863
regulation of circadian rhythm	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0166159451987408	PRKDC, NONO, SIAH2, PML, PPP1CA	294	65	19462	5.092098377812664	1.0	0.1566106782855343	0.1451737289928945
double-strand break repair via nonhomologous end joining	GOTERM_BP_DIRECT	4	1.351351351351351	0.0167168789944867	POLB, PRKDC, HMGB2, HMGB1	294	36	19462	7.355253212396069	1.0	0.1570521026569417	0.1455829170684912
neuron differentiation	GOTERM_BP_DIRECT	8	2.702702702702702	0.0169995373638259	CEBPB, CDK5, HDAC1, CASP3, MET, EPHA2, CDK5R1, EIF4G1	294	175	19462	3.026161321671526	1.0	0.159192441829635	0.1475669517614701
response to tumor necrosis factor	GOTERM_BP_DIRECT	4	1.351351351351351	0.0179935613346542	CASP8, CASP3, CD14, PTGS2	294	37	19462	7.156462585034014	1.0	0.1679591914935728	0.1556934840885996
response to copper ion	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0182422625421469	IL1A, PRNP, TFRC	294	14	19462	14.185131195335275	1.0	0.1697348979482452	0.1573395144260172
regulation of mitotic cell cycle	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0183802523670448	RB1, YWHAE, PIM2, AATF, TP73	294	67	19462	4.94009544116154	1.0	0.1704724364905148	0.1580231920757752
defense response to Gram-positive bacterium	GOTERM_BP_DIRECT	7	2.364864864864865	0.0188254413283757	GSDMD, PYCARD, TBK1, RIPK2, IL1B, HMGB2, EPHA2	294	139	19462	3.333675916409729	1.0	0.17404540183527	0.1613352312568762
cell proliferation	GOTERM_BP_DIRECT	8	2.702702702702702	0.0195154390186452	USP13, MELK, CSF2, STAT3, BAK1, NBN, LIPA, TP63	294	180	19462	2.942101284958428	1.0	0.1798518078448484	0.1667176076164269
transforming growth factor beta receptor signaling pathway	GOTERM_BP_DIRECT	6	2.027027027027027	0.0197968138703092	TGFB2, TGFB1, SMAD3, PARP1, STAT3, PML	294	103	19462	3.856152169605706	1.0	0.1818675653971765	0.1685861586234247
positive regulation of cell death	GOTERM_BP_DIRECT	4	1.351351351351351	0.0207054429891483	RIPK2, ZC3H12A, NKX3-1, EIF4G1	294	39	19462	6.789464503750217	1.0	0.1850288406736025	0.1715165725982309
organelle transport along microtubule	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	SNAPIN, BLOC1S2, KXD1	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
positive regulation of heterotypic cell-cell adhesion	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	LCK, IL1B, CD44	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
motor neuron apoptotic process	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	FAS, BAX, FADD	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
somatic hypermutation of immunoglobulin genes	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	MSH6, POLB, MSH2	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
response to reactive oxygen species	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	PLK3, GSTP1, HIF1A	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
dendritic cell differentiation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	LYN, CSF2, TREM2	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
positive regulation of transcription regulatory region DNA binding	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	RB1, TGFB1, PARP1	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
regulation of cellular response to stress	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	BAX, BAK1, EIF4G1	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
regulation of MAP kinase activity	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	HGS, TRIB3, HRAS	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	GOTERM_BP_DIRECT	3	1.0135135135135136	0.020842036135125	BAK1, TMEM14A, HSPA1A	294	15	19462	13.239455782312923	1.0	0.1850288406736025	0.1715165725982309
proteasome-mediated ubiquitin-dependent protein catabolic process	GOTERM_BP_DIRECT	9	3.040540540540541	0.0210488835406231	GSK3A, SHARPIN, RNF34, DDIT3, NEDD4, SIAH2, SIAH1, RBCK1, PML	294	225	19462	2.6478911564625847	1.0	0.1862954540196006	0.17269068782871
insulin receptor signaling pathway	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0212374141573246	SREBF1, PTPN1, GSK3A, HRAS, PTPN2	294	70	19462	4.72837706511176	1.0	0.1868248887839802	0.173181459082911
SMAD protein signal transduction	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0212374141573246	TGFB2, TGFB1, SMAD3, INHBA, PML	294	70	19462	4.72837706511176	1.0	0.1868248887839802	0.173181459082911
macroautophagy	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0222468271060764	HGS, UBQLN1, CHMP4B, PGAM5, PIM2	294	71	19462	4.661780205039762	1.0	0.1951134111448338	0.180864688043661
intracellular signal transduction	GOTERM_BP_DIRECT	14	4.72972972972973	0.0233426591187562	LYN, YWHAE, SYK, TFRC, HSPB1, STK4, STYXL1, STK3, DEDD2, MELK, TYROBP, LCK, PLCG1, PAK2	294	462	19462	2.005978148835292	1.0	0.2023464189461275	0.1875694844588457
positive regulation of phosphoprotein phosphatase activity	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	PPP1R15A, CD300A, GNA12	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
positive regulation of macrophage differentiation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	RB1, CASP8, FADD	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
negative regulation of toll-like receptor 4 signaling pathway	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	LYN, TNFAIP3, TREM2	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
necroptotic process	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	SPATA2, PGAM5, DNM1L	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
positive regulation of cell adhesion mediated by integrin	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	TGFB2, SYK, CIB1	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
anterograde synaptic vesicle transport	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0235858267479648	AP3M2, SNAPIN, BLOC1S2	294	16	19462	12.411989795918366	1.0	0.2023464189461275	0.1875694844588457
cellular response to ionizing radiation	GOTERM_BP_DIRECT	4	1.351351351351351	0.0236291546754175	TGFB1, BRCA1, BRCA2, BBC3	294	41	19462	6.458271113323378	1.0	0.2023464189461275	0.1875694844588457
regulation of signal transduction by p53 class mediator	GOTERM_BP_DIRECT	4	1.351351351351351	0.0251704645500145	PLK3, RNF34, DYRK2, CHEK2	294	42	19462	6.304502753482345	1.0	0.2142811102307687	0.198632610275921
T cell differentiation	GOTERM_BP_DIRECT	4	1.351351351351351	0.0251704645500145	LCK, PIK3CD, LIPA, PTPN2	294	42	19462	6.304502753482345	1.0	0.2142811102307687	0.198632610275921
hippocampus development	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0254486774767064	YWHAE, CDK5, HDAC1, CASP3, CDK5R1	294	74	19462	4.472789115646259	1.0	0.2160161132013998	0.2002409096193479
negative regulation of JAK-STAT cascade	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0264687399317847	HGS, BCL3, PTPN2	294	17	19462	11.68187274909964	1.0	0.2219938417771423	0.2057820972174612
astrocyte activation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0264687399317847	IFNGR1, IL1B, TREM2	294	17	19462	11.68187274909964	1.0	0.2219938417771423	0.2057820972174612
programmed cell death	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0264687399317847	GSDMD, HTRA2, BCL10	294	17	19462	11.68187274909964	1.0	0.2219938417771423	0.2057820972174612
intra-S DNA damage checkpoint	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0264687399317847	MSH2, FANCD2, CHEK2	294	17	19462	11.68187274909964	1.0	0.2219938417771423	0.2057820972174612
response to cold	GOTERM_BP_DIRECT	4	1.351351351351351	0.0267646726221149	HSP90AA1, CASP8, SOD2, LIPA	294	43	19462	6.157886410378105	1.0	0.2219938417771423	0.2057820972174612
positive regulation of JUN kinase activity	GOTERM_BP_DIRECT	4	1.351351351351351	0.0267646726221149	PTPN1, SYK, RPS3, TRAF2	294	43	19462	6.157886410378105	1.0	0.2219938417771423	0.2057820972174612
somitogenesis	GOTERM_BP_DIRECT	4	1.351351351351351	0.0267646726221149	SMAD3, PRKDC, NLE1, NKX3-1	294	43	19462	6.157886410378105	1.0	0.2219938417771423	0.2057820972174612
autophagosome maturation	GOTERM_BP_DIRECT	4	1.351351351351351	0.0267646726221149	SNAPIN, UBQLN1, CHMP4B, CHMP5	294	43	19462	6.157886410378105	1.0	0.2219938417771423	0.2057820972174612
cellular oxidant detoxification	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0277294478872254	GPX1, GPX4, GSTP1, PTGS2, S100A9	294	76	19462	4.355084138918726	1.0	0.228689168229021	0.2119884780242147
response to wounding	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0277294478872254	TGFB2, TGFB1, CDK5, DDIT3, CASP3	294	76	19462	4.355084138918726	1.0	0.228689168229021	0.2119884780242147
JAK-STAT cascade	GOTERM_BP_DIRECT	4	1.351351351351351	0.0284116779671952	CSF2, STAT1, STAT2, STAT3	294	44	19462	6.017934446505874	1.0	0.2336518445857442	0.216588740537457
positive regulation of MAP kinase activity	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0289140871616533	TGFB1, PDCD10, IL1B, MIF, HRAS	294	77	19462	4.298524604647055	1.0	0.2371118503680218	0.2197960693559582
regulation of proteasomal ubiquitin-dependent protein catabolic process	GOTERM_BP_DIRECT	3	1.0135135135135136	0.029485995091095	GNA12, UBQLN1, UBQLN2	294	18	19462	11.032879818594104	1.0	0.2376703079732851	0.2203137439738581
regulation of epithelial cell proliferation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.029485995091095	SMAD3, PRKDC, BID	294	18	19462	11.032879818594104	1.0	0.2376703079732851	0.2203137439738581
late endosome to lysosome transport	GOTERM_BP_DIRECT	3	1.0135135135135136	0.029485995091095	SNAPIN, CHMP4B, CHMP5	294	18	19462	11.032879818594104	1.0	0.2376703079732851	0.2203137439738581
activation of NF-kappaB-inducing kinase activity	GOTERM_BP_DIRECT	3	1.0135135135135136	0.029485995091095	TNFRSF10B, TRAF2, TNFRSF10A	294	18	19462	11.032879818594104	1.0	0.2376703079732851	0.2203137439738581
epidermal growth factor catabolic process	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	SNX5, RAB7A	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
regulation of translational initiation by eIF2 alpha dephosphorylation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	PPP1R15A, PPP1CA	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
regulation of hepatocyte growth factor receptor signaling pathway	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	PTPN1, PTPN2	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
B cell negative selection	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	BAX, BAK1	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
lipophagy	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	AUP1, RAB7A	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
positive regulation of antigen processing and presentation of peptide antigen via MHC class II	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	PYCARD, TREM2	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
myeloid dendritic cell activation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0298840674279375	PYCARD, HMGB1	294	2	19462	66.19727891156462	1.0	0.2376703079732851	0.2203137439738581
positive regulation of chemokine production	GOTERM_BP_DIRECT	4	1.351351351351351	0.0301113434744848	PYCARD, RIPK2, EIF2AK2, HIF1A	294	45	19462	5.884202569916855	1.0	0.2376703079732851	0.2203137439738581
positive regulation of interleukin-12 production	GOTERM_BP_DIRECT	4	1.351351351351351	0.0301113434744848	SYK, RIPK2, IRF1, HMGB1	294	45	19462	5.884202569916855	1.0	0.2376703079732851	0.2203137439738581
receptor-mediated endocytosis	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0301283752442882	CTTN, PPT1, M6PR, AP1S1, CD14	294	78	19462	4.243415314843887	1.0	0.2376703079732851	0.2203137439738581
positive regulation of phosphatidylinositol 3-kinase signaling	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0313724066168338	TGFB2, NEDD4, MAZ, TREM2, NKX3-1	294	79	19462	4.189701196934471	1.0	0.2468132694001863	0.22878901410813
extracellular matrix disassembly	GOTERM_BP_DIRECT	4	1.351351351351351	0.0318634973604484	MMP1, CTSK, CTSV, MMP9	294	46	19462	5.75628512274475	1.0	0.2479885598857423	0.2298784755950853
positive regulation of Notch signaling pathway	GOTERM_BP_DIRECT	4	1.351351351351351	0.0318634973604484	TGFB2, PDCD10, STAT3, TP63	294	46	19462	5.75628512274475	1.0	0.2479885598857423	0.2298784755950853
response to UV	GOTERM_BP_DIRECT	4	1.351351351351351	0.0318634973604484	CDKN2D, MSH6, CASP3, PML	294	46	19462	5.75628512274475	1.0	0.2479885598857423	0.2298784755950853
stimulatory C-type lectin receptor signaling pathway	GOTERM_BP_DIRECT	4	1.351351351351351	0.0318634973604484	LYN, TYROBP, SYK, PAK2	294	46	19462	5.75628512274475	1.0	0.2479885598857423	0.2298784755950853
ubiquitin-dependent protein catabolic process	GOTERM_BP_DIRECT	10	3.3783783783783785	0.0321913847181881	USP13, RNF34, USP10, USP21, NEDD4, SIAH2, SIAH1, UBQLN1, KEAP1, UBQLN2	294	290	19462	2.282664790053953	1.0	0.2498705610612301	0.2316230381728454
endoplasmic reticulum calcium ion homeostasis	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0326329231770148	BAX, BAK1, PML	294	19	19462	10.45220193340494	1.0	0.2500583217358901	0.2317970870793249
response to vitamin D	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0326329231770148	CDKN2D, TGFB1, PTGS2	294	19	19462	10.45220193340494	1.0	0.2500583217358901	0.2317970870793249
lymph node development	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0326329231770148	POLB, TGFB1, FADD	294	19	19462	10.45220193340494	1.0	0.2500583217358901	0.2317970870793249
isotype switching	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0326329231770148	MSH6, MSH2, NBN	294	19	19462	10.45220193340494	1.0	0.2500583217358901	0.2317970870793249
hematopoietic progenitor cell differentiation	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0326462638435764	LYN, TGFB1, BLOC1S2, INHBA, LIPA	294	80	19462	4.13732993197279	1.0	0.2500583217358901	0.2317970870793249
positive regulation of DNA repair	GOTERM_BP_DIRECT	4	1.351351351351351	0.033667934633849	TFPT, TMEM161A, RPS3, BRCA1	294	47	19462	5.633810971196989	1.0	0.2565302211077789	0.2377963572170282
epithelial cell proliferation	GOTERM_BP_DIRECT	4	1.351351351351351	0.033667934633849	RB1, BAK1, STK4, STK3	294	47	19462	5.633810971196989	1.0	0.2565302211077789	0.2377963572170282
neural tube closure	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0339500176821682	TGFB2, TGFB1, OPA1, RPS7, BCL10	294	81	19462	4.086251784664484	1.0	0.2573287241027011	0.2385365472133546
negative regulation of tumor necrosis factor production	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0339500176821682	GSTP1, ZC3H12A, BCL3, TNFAIP3, TREM2	294	81	19462	4.086251784664484	1.0	0.2573287241027011	0.2385365472133546
cerebral cortex development	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0352837272312486	YWHAE, KDM1A, BLOC1S2, BAX, HIF1A	294	82	19462	4.036419445827112	1.0	0.2665782909480036	0.247110637595962
substantia nigra development	GOTERM_BP_DIRECT	4	1.351351351351351	0.0355244185141881	YWHAE, G6PD, YWHAQ, YWHAH	294	48	19462	5.516439909297052	1.0	0.2665782909480036	0.247110637595962
positive regulation of type I interferon-mediated signaling pathway	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	TBK1, FADD, IKBKE	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
response to X-ray	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	MSH2, CASP3, BRCA2	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
canonical glycolysis	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	FOXK2, FOXK1, ENO1	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
positive regulation of T cell migration	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	PYCARD, TMEM102, ABL2	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
positive regulation of histone deacetylation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	SREBF1, TGFB1, PML	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
embryonic placenta development	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0359049644370201	CEBPB, CSF2, HIF1A	294	20	19462	9.929591836734692	1.0	0.2665782909480036	0.247110637595962
lung development	GOTERM_BP_DIRECT	5	1.6891891891891893	0.0366474400616365	SREBF1, LIPA, YWHAZ, PPP1CA, EIF4G1	294	83	19462	3.987787886238833	1.0	0.2713967308646199	0.2515771969537348
positive regulation of neuron projection development	GOTERM_BP_DIRECT	6	2.027027027027027	0.0385009789325662	LYN, KDM1A, ABL2, S100A9, STYXL1, NCK1	294	123	19462	3.2291355566616886	1.0	0.2836759945209133	0.2629597317450148
small GTPase mediated signal transduction	GOTERM_BP_DIRECT	6	2.027027027027027	0.0385009789325662	RRAGC, YWHAQ, RHEB, SIAH2, RAC2, LIPA	294	123	19462	3.2291355566616886	1.0	0.2836759945209133	0.2629597317450148
protein oligomerization	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0392976661942821	OPA1, ZC3H12A, DNM1L	294	21	19462	9.456754130223516	1.0	0.2858905482855811	0.2650125612940057
positive regulation of protein export from nucleus	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0392976661942821	YWHAE, IL1B, SFN	294	21	19462	9.456754130223516	1.0	0.2858905482855811	0.2650125612940057
response to retinoic acid	GOTERM_BP_DIRECT	4	1.351351351351351	0.0393924282859911	CDKN2D, SREBF1, TMEM161A, TFRC	294	50	19462	5.29578231292517	1.0	0.2858905482855811	0.2650125612940057
response to heat	GOTERM_BP_DIRECT	4	1.351351351351351	0.0393924282859911	DNAJA1, HSP90AA1, HSPB1, CD14	294	50	19462	5.29578231292517	1.0	0.2858905482855811	0.2650125612940057
positive chemotaxis	GOTERM_BP_DIRECT	4	1.351351351351351	0.0393924282859911	HMGB2, HMGB1, MIF, MET	294	50	19462	5.29578231292517	1.0	0.2858905482855811	0.2650125612940057
platelet aggregation	GOTERM_BP_DIRECT	4	1.351351351351351	0.0393924282859911	PDIA3, MYH9, HSPB1, PPIA	294	50	19462	5.29578231292517	1.0	0.2858905482855811	0.2650125612940057
response to oxidative stress	GOTERM_BP_DIRECT	6	2.027027027027027	0.0408108949852774	PRNP, GPX1, GPX4, GSS, GCLM, PTGS2	294	125	19462	3.1774693877551017	1.0	0.2947582597016502	0.2732326823483089
defense response	GOTERM_BP_DIRECT	5	1.6891891891891893	0.040918904119795	PYCARD, STAT1, STAT2, STAT3, INHBA	294	86	19462	3.848679006486316	1.0	0.2947582597016502	0.2732326823483089
DNA recombination	GOTERM_BP_DIRECT	5	1.6891891891891893	0.040918904119795	TFPT, MSH2, NONO, BRCA1, HMGB1	294	86	19462	3.848679006486316	1.0	0.2947582597016502	0.2732326823483089
positive regulation of glial cell proliferation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	LYN, IL1B, E2F1	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
regulation of innate immune response	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	CASP8, IRF1, TREM2	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
lysosomal transport	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	NEDD4, M6PR, HSPA1A	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
myeloid dendritic cell differentiation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	TGFB1, CSF2, LTBR	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
positive regulation of calcium-mediated signaling	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	HINT1, SYK, TREM2	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
cellular response to stress	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	UBQLN1, HIF1A, UBQLN2	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
regulation of DNA methylation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	PARP1, BRCA1, ZMPSTE24	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
positive regulation of beta-amyloid formation	GOTERM_BP_DIRECT	3	1.0135135135135136	0.0428066806757308	GSK3A, IFNGR1, CASP3	294	22	19462	9.02690166975881	1.0	0.3010637243808378	0.2790776721697673
negative regulation of angiogenesis	GOTERM_BP_DIRECT	6	2.027027027027027	0.044430309913638	TGFB2, STAT1, HGS, PLK2, PML, EPHA2	294	128	19462	3.1029974489795915	1.0	0.3010637243808378	0.2790776721697673
apoptotic process involved in embryonic digit morphogenesis	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	BCL2L11, BAX	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	RNF34, PAK2	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
peptidyl-cysteine S-trans-nitrosylation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	GAPDH, S100A9	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
positive regulation of apoptotic process involved in mammary gland involution	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	BAX, PML	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
negative regulation of macrophage colony-stimulating factor signaling pathway	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	TREM2, PTPN2	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
negative regulation of toll-like receptor 3 signaling pathway	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	UBQLN1, TNFAIP3	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
glial cell apoptotic process	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	RB1, CASP3	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
DNA ADP-ribosylation	GOTERM_BP_DIRECT	2	0.6756756756756757	0.0444906433893832	PARP1, PARP2	294	3	19462	44.131519274376416	1.0	0.3010637243808378	0.2790776721697673
